13244,1771851192.578408024,1771851192.555143292,-23.2646
13245,1771851192.578413021,1771851192.555143374,-23.2697
13246,1771851192.578418231,1771851192.555143421,-23.2749
13247,1771851192.578428976,1771851192.555143466,-23.2856
13248,1771851192.578433687,1771851192.555143514,-23.2902
13249,1771851192.578444818,1771851192.555143561,-23.3011
13250,1771851192.578449762,1771851192.555143606,-23.3061
13251,1771851192.578454349,1771851192.555143653,-23.3107
13252,1771851192.578464199,1771851192.556627057,-21.8372
13253,1771851192.578468848,1771851192.556627449,-21.8413
13254,1771851192.610277377,1771851192.587930500,-22.347
13255,1771851192.610308751,1771851192.587931634,-22.377
13256,1771851192.610314437,1771851192.587931741,-22.3827
13257,1771851192.610325679,1771851192.587931842,-22.3937
13258,1771851192.610331202,1771851192.587931941,-22.3994
13259,1771851192.610341484,1771851192.587932042,-22.4094
13260,1771851192.610346699,1771851192.587932140,-22.4147
13261,1771851192.610357261,1771851192.587932239,-22.4249
13262,1771851192.610362074,1771851192.588046172,-22.316
13263,1771851192.610372214,1771851192.588046794,-22.3255
13264,1771851192.610377114,1771851192.588046927,-22.33
13265,1771851192.610388626,1771851192.588047028,-22.3415
13266,1771851192.610393892,1771851192.590965827,-19.4283
13267,1771851192.610398840,1771851192.590967031,-19.4318
13268,1771851192.610410344,1771851192.590967140,-19.4433
13269,1771851192.610415340,1771851192.590967236,-19.4483
13270,1771851192.610420090,1771851192.590967337,-19.4526
13271,1771851192.643166122,1771851192.622165749,-21.0004
13272,1771851192.643231372,1771851192.622166319,-21.065
13273,1771851192.643239323,1771851192.622166414,-21.0729
13274,1771851192.643254342,1771851192.622166513,-21.0879
13275,1771851192.643260823,1771851192.622166614,-21.0941
13276,1771851192.643276566,1771851192.622166714,-21.1098
13277,1771851192.643283576,1771851192.622166811,-21.1167
13278,1771851192.643291128,1771851192.622166912,-21.1244
13279,1771851192.643306335,1771851192.622352433,-20.9539
13280,1771851192.643313332,1771851192.622352591,-20.9608
13281,1771851192.643319017,1771851192.622352709,-20.9665
13282,1771851192.643332249,1771851192.622352823,-20.9794
13283,1771851192.643338633,1771851192.622352940,-20.9858
13284,1771851192.643353259,1771851192.622353054,-21.0001
13285,1771851192.643359763,1771851192.622353173,-21.0066
13286,1771851192.643365712,1771851192.622353285,-21.0123
13287,1771851192.643380459,1771851192.622412969,-20.9675
13288,1771851192.643386535,1771851192.622413601,-20.973
13289,1771851192.643392151,1771851192.622413715,-20.9785
13290,1771851192.674886276,1771851192.651001765,-23.8845
13291,1771851192.674948785,1771851192.651002750,-23.946
13292,1771851192.674955922,1771851192.651002817,-23.953
13293,1771851192.674969638,1771851192.651002884,-23.9668
13294,1771851192.674975946,1771851192.651002955,-23.973
13295,1771851192.674996650,1771851192.651003024,-23.9935
13296,1771851192.675002452,1771851192.651003093,-23.9992
13297,1771851192.675015084,1771851192.651003162,-24.0119
13298,1771851192.675020260,1771851192.651084692,-23.9356
13299,1771851192.675032293,1771851192.651085135,-23.9472
13300,1771851192.675038534,1771851192.651246171,-23.7925
13301,1771851192.675051867,1771851192.651246513,-23.8054
13302,1771851192.675057759,1771851192.651246580,-23.8111
13303,1771851192.675062926,1771851192.651246650,-23.8163
13304,1771851192.675075588,1771851192.651246721,-23.8287
13305,1771851192.675081046,1771851192.651415120,-23.6659
13306,1771851192.711091393,1771851192.688004778,-23.0865
13307,1771851192.711164613,1771851192.688005315,-23.1595
13308,1771851192.711181524,1771851192.688005415,-23.1762
13309,1771851192.711202158,1771851192.688005512,-23.1967
13310,1771851192.711209644,1771851192.688005615,-23.2038
13311,1771851192.711231177,1771851192.688005712,-23.2255
13312,1771851192.711239914,1771851192.688005810,-23.2339
13313,1771851192.711247178,1771851192.688005910,-23.2413
13314,1771851192.711268702,1771851192.688171486,-23.0973
13315,1771851192.711277426,1771851192.688172111,-23.1054
13316,1771851192.711285033,1771851192.688172212,-23.113
13317,1771851192.711303873,1771851192.688172310,-23.1316
13318,1771851192.711312782,1771851192.688172413,-23.1404
13319,1771851192.711333807,1771851192.688172510,-23.1612
13320,1771851192.711341353,1771851192.705221605,-6.11973
13321,1771851192.711348920,1771851192.705222200,-6.12688
13322,1771851192.711367111,1771851192.705222308,-6.14476
13323,1771851192.711374835,1771851192.705222409,-6.15239
13324,1771851192.742834954,1771851192.741845049,-0.989914
13325,1771851192.742894252,1771851192.741845722,-1.04856
13326,1771851192.742900559,1771851192.741845799,-1.05476
13327,1771851192.742913283,1771851192.741845877,-1.0674
