wall_time,cam_index,pipeline_ms
10:25:42.843,1,6192.0343
10:25:42.844,2,6234.0670
10:25:42.851,2,6199.8376
10:25:42.851,1,6133.6803
10:25:42.851,0,6177.5316
10:25:42.858,2,6140.6688
10:25:42.881,1,6142.1854
10:25:42.884,0,6162.1811
10:25:42.900,2,6174.1494
10:25:42.906,1,6113.3637
10:25:42.919,0,6169.4451
10:25:42.950,1,6142.7655
10:25:42.953,0,6160.5391
10:25:43.026,1,6161.3031
10:25:43.036,0,6172.1162
10:25:43.046,2,6254.0156
10:25:43.049,2,6238.6575
10:25:43.116,2,6250.9246
10:25:43.127,1,6232.4574
10:25:43.130,1,6160.4274
10:25:43.137,2,6253.1425
10:25:43.139,1,6143.5829
10:25:43.155,0,6289.3021
10:25:43.158,0,6188.5108
10:25:43.177,2,6176.2605
10:25:43.178,1,6104.5243
10:25:43.179,0,6207.6672
10:25:43.184,1,6069.7255
10:25:43.184,2,6182.5004
10:25:43.200,0,6168.3336
10:25:43.238,2,6202.1953
10:25:43.238,0,6121.1428
10:25:43.242,1,6123.1217
10:25:43.257,2,6187.6482
10:25:43.264,1,6097.5510
10:25:43.297,0,6178.5766
10:25:43.303,1,6130.5531
10:25:43.304,2,6185.4323
10:25:43.317,0,6196.2533
10:25:43.334,2,6167.0623
10:25:43.336,1,6101.0599
10:25:43.375,0,6207.6966
10:25:43.381,2,6213.5098
10:25:43.381,1,6131.3636
10:25:43.390,0,6200.0147
10:25:43.448,2,6213.2109
10:25:43.454,0,6218.5604
10:25:43.454,1,6158.6364
10:25:43.459,2,6201.6571
10:25:43.463,1,6071.4904
10:25:43.476,0,6186.4478
10:25:43.511,2,6218.6736
10:25:43.516,1,6120.5816
10:25:43.518,0,6214.8423
10:25:43.536,2,6145.3132
10:25:43.539,1,6130.6244
10:25:43.552,0,6159.8321
10:25:43.590,2,6196.9301
10:25:43.590,1,6132.7705
10:25:43.594,0,6199.2563
10:25:43.622,2,6214.0632
10:25:43.623,1,6127.2098
10:25:43.669,2,6211.1114
10:25:43.669,0,6211.9709
10:25:43.674,1,6134.2967
10:25:43.676,0,6202.9050
10:25:43.694,2,6203.3753
10:25:43.699,1,6108.6590
10:25:43.737,0,6218.7397
10:25:43.739,2,6205.8686
10:25:43.739,1,6126.6001
10:25:43.752,0,6206.3060
10:25:43.825,1,6152.6669
10:25:43.827,2,6236.1150
10:25:43.829,0,6235.9750
10:25:43.830,1,6135.9266
10:25:43.834,2,6224.7349
10:25:43.838,0,6165.6375
10:25:43.857,2,6184.2866
10:25:43.860,1,6131.7826
10:25:43.893,0,6215.6705
10:25:43.898,2,6209.0137
10:25:43.901,1,6112.8007
10:25:43.919,0,6213.4756
10:25:43.962,1,6148.6383
10:25:43.962,2,6226.3513
10:25:43.962,0,6214.1282
10:25:43.971,2,6183.4299
10:25:43.974,1,6116.0271
10:25:43.997,0,6205.5854
10:25:44.026,2,6217.7693
10:25:44.026,1,6105.8893
10:25:44.058,2,6204.2994
10:25:44.062,1,6129.7045
10:25:44.110,2,6189.8458
10:25:44.117,1,6120.5368
10:25:44.121,0,6273.5491
10:25:44.124,0,6260.5147
10:25:44.155,0,6231.4445
10:25:44.160,2,6233.7947
10:25:44.162,1,6146.9242
10:25:44.163,0,6207.4779
10:25:44.177,2,6184.9027
10:25:44.183,1,6101.0556
10:25:44.190,0,6193.7356
10:25:44.223,2,6212.2487
10:25:44.223,1,6115.1481
10:25:44.235,0,6125.7440
10:25:44.294,0,6184.8315
10:25:44.295,1,6155.7524
10:25:44.299,1,6097.5252
10:25:44.318,0,6182.5039
10:25:44.351,0,6206.5471
10:25:44.351,1,6143.0117
10:25:44.382,1,6092.2977
10:25:44.429,0,6223.6809
10:25:44.429,1,6133.8229
10:25:44.436,0,6203.7766
10:25:44.455,1,6095.2321
10:25:44.495,0,6204.9538
10:25:44.499,1,6121.6157
10:25:44.521,0,6218.1969
10:25:44.566,0,6206.2247
10:25:44.567,1,6141.5251
10:25:44.584,1,6129.2013
10:25:44.594,0,6172.7720
10:25:44.631,1,6137.3651
10:25:44.638,0,6206.3037
10:25:44.659,1,6102.6128
10:25:44.713,0,6233.2586
10:25:44.716,1,6144.5140
10:25:44.725,0,6212.1539
10:25:44.747,1,6121.7930
10:25:44.777,0,6220.6509
10:25:44.784,1,6128.2062
10:25:44.796,0,6170.4508
10:25:44.846,0,6214.6907
10:25:44.846,1,6131.0936
10:25:44.859,1,6128.3783
10:25:44.878,0,6209.9554
10:25:44.910,1,6120.2422
10:25:44.920,0,6204.1274
10:25:44.934,1,6119.0690
10:25:45.001,0,6218.5666
10:25:45.005,1,6145.1733
10:25:45.005,0,6197.8972
10:25:45.172,1,6258.7658
10:25:45.172,0,6314.2805
10:25:45.179,1,6196.0643
10:25:45.179,0,6315.2364
10:25:45.209,1,6194.5925
10:25:45.210,0,6296.7784
10:25:45.224,1,6076.8814
10:25:45.235,0,6252.4145
10:25:45.270,1,6116.0373
10:25:45.277,0,6261.1873
10:25:45.295,1,6136.0931
10:25:45.341,0,6192.7420
10:25:45.341,1,6180.1515
10:25:45.361,0,6204.8904
10:25:45.410,1,6201.2910
10:25:45.410,0,6251.5061
10:25:45.421,1,6203.4498
10:25:45.440,0,6279.5810
10:25:45.460,1,6188.2424
10:25:45.477,0,6264.6886
10:25:45.499,1,6209.4242
10:25:45.539,0,6306.5951
10:25:45.546,1,6204.4928
10:25:45.551,0,6276.0917
10:25:45.609,0,6267.6271
10:25:45.612,1,6237.0664
10:25:45.622,1,6185.1172
10:25:45.638,0,6290.8504
10:25:45.684,1,6235.0294
10:25:45.686,0,6250.7995
10:25:45.700,1,6204.3806
10:25:45.720,0,6283.3530
10:25:45.756,1,6205.4109
10:25:45.756,0,6274.5515
10:25:45.781,1,6205.3057
10:25:45.824,0,6313.9215
10:25:45.827,1,6202.8153
10:25:45.839,0,6288.0137
10:25:45.858,1,6204.5192
10:25:45.893,0,6273.4903
10:25:45.899,1,6201.1487
10:25:45.920,0,6286.9888
10:25:45.971,0,6284.1092
10:25:45.971,1,6219.5005
10:25:45.984,1,6211.2985
