wall_time,cam,rtp_seq,pipeline_ms
12:52:04.528,2,19816,42.924
12:52:04.532,1,15891,77.276
12:52:04.534,0,23013,320.141
12:52:04.559,2,19826,31.155
12:52:04.573,1,15904,87.305
12:52:04.577,0,23023,320.110
12:52:04.605,2,19838,46.247
12:52:04.609,0,23033,320.278
12:52:04.615,1,15918,83.002
12:52:04.646,2,19851,41.369
12:52:04.646,1,15931,73.298
12:52:04.653,0,23044,320.143
12:52:04.688,2,19863,43.075
12:52:04.692,1,15944,77.072
12:52:04.695,0,23055,320.241
12:52:04.719,2,19876,31.375
12:52:04.733,1,15959,87.063
12:52:04.737,0,23066,320.508
12:52:04.764,2,19888,45.515
12:52:04.769,0,23078,320.301
12:52:04.775,1,15973,84.176
12:52:04.822,2,19970,57.818
12:52:04.834,1,16084,101.417
12:52:04.839,0,23171,345.925
12:52:04.844,2,19984,23.843
12:52:04.859,0,23183,325.263
12:52:04.885,2,19998,42.015
12:52:04.911,1,16111,136.444
12:52:04.925,0,23195,348.038
12:52:04.926,2,20011,40.948
12:52:04.933,1,16124,99.554
12:52:04.934,0,23207,325.312
12:52:04.968,2,20025,42.394
12:52:04.974,1,16137,113.108
12:52:04.975,0,23217,322.434
12:52:05.000,2,20039,32.298
12:52:05.014,1,16150,113.058
12:52:05.018,0,23229,323.132
12:52:05.044,2,20051,44.006
12:52:05.049,0,23239,312.066
12:52:05.055,1,16163,123.194
12:52:05.086,2,20064,42.127
12:52:05.090,1,16177,116.833
12:52:05.094,0,23251,325.136
12:52:05.128,2,20076,42.449
12:52:05.132,1,16190,118.228
12:52:05.135,0,23261,296.530
12:52:05.160,2,20088,32.070
12:52:05.173,1,16203,118.093
12:52:05.177,0,23271,318.279
12:52:05.204,2,20101,44.435
12:52:05.209,0,23283,319.389
12:52:05.215,1,16216,125.432
12:52:05.246,2,20114,42.023
12:52:05.250,1,16231,118.265
12:52:05.254,0,23295,321.216
12:52:05.288,2,20127,42.607
12:52:05.292,1,16244,119.515
12:52:05.295,0,23305,319.824
12:52:05.320,2,20142,32.111
12:52:05.334,1,16257,118.719
12:52:05.337,0,23317,319.748
12:52:05.365,2,20155,45.270
12:52:05.368,0,23327,319.861
12:52:05.375,1,16270,125.148
12:52:05.406,2,20168,41.611
12:52:05.406,1,16282,114.284
12:52:05.413,0,23339,320.008
12:52:05.448,2,20180,42.543
12:52:05.452,1,16295,118.427
12:52:05.455,0,23350,320.548
12:52:05.479,2,20192,31.557
12:52:05.493,1,16309,118.314
12:52:05.497,0,23360,320.559
12:52:05.524,2,20205,44.900
12:52:05.535,1,16321,128.718
12:52:05.538,0,23370,329.146
12:52:05.566,1,16333,114.536
12:52:05.566,2,20217,42.478
12:52:05.569,0,23381,314.905
12:52:05.607,2,20230,41.738
12:52:05.612,1,16347,118.772
12:52:05.614,0,23393,319.026
12:52:05.650,2,20244,42.983
12:52:05.653,1,16360,117.998
12:52:05.655,0,23404,318.419
12:52:05.683,2,20258,33.569
12:52:05.695,1,16373,129.276
12:52:05.697,0,23414,328.984
12:52:05.726,2,20272,43.394
12:52:05.726,1,16386,114.962
12:52:05.729,0,23425,316.403
12:52:05.766,2,20282,40.007
12:52:05.772,1,16399,119.040
12:52:05.773,0,23436,318.344
12:52:05.809,2,20296,43.094
12:52:05.813,1,16411,118.197
12:52:05.830,0,23518,332.939
12:52:05.839,2,20308,31.010
12:52:05.854,0,23529,316.180
12:52:05.855,1,16425,129.010
12:52:05.884,2,20322,45.516
12:52:05.886,1,16437,114.928
12:52:05.895,0,23542,325.938
12:52:05.926,2,20336,42.226
12:52:05.933,1,16450,119.964
12:52:05.936,0,23555,322.344
12:52:05.968,2,20348,42.405
12:52:05.973,1,16464,118.355
12:52:05.977,0,23567,322.471
12:52:06.000,2,20362,32.191
12:52:06.009,0,23579,312.532
12:52:06.015,1,16478,129.218
12:52:06.045,2,20375,45.196
12:52:06.047,1,16491,114.697
12:52:06.055,0,23590,325.604
12:52:06.086,2,20388,41.935
12:52:06.092,1,16505,119.483
12:52:06.095,0,23601,322.523
12:52:06.129,2,20400,43.111
12:52:06.133,1,16518,117.655
12:52:06.136,0,23611,307.172
12:52:06.160,2,20413,31.244
12:52:06.176,1,16532,129.403
12:52:06.179,0,23623,325.042
12:52:06.205,2,20428,45.076
12:52:06.209,1,16546,117.361
12:52:06.211,0,23635,316.506
12:52:06.246,2,20441,42.114
12:52:06.252,1,16559,119.918
12:52:06.255,0,23647,319.882
12:52:06.289,2,20454,43.054
12:52:06.293,1,16573,117.671
12:52:06.296,0,23657,318.282
12:52:06.320,2,20466,31.490
12:52:06.336,1,16586,126.293
12:52:06.338,0,23668,328.442
12:52:06.365,2,20479,45.586
12:52:06.367,1,16600,114.749
12:52:06.370,0,23681,315.249
12:52:06.406,2,20492,41.451
12:52:06.412,1,16614,119.068
12:52:06.414,0,23691,319.252
12:52:06.450,2,20506,43.706
12:52:06.454,1,16628,118.170
12:52:06.456,0,23702,319.553
12:52:06.481,2,20519,31.393
12:52:06.496,1,16642,128.986
12:52:06.497,0,23713,318.664
12:52:06.526,2,20532,45.437
12:52:06.527,1,16655,114.919
12:52:06.529,0,23724,318.634
12:52:06.567,2,20546,41.714
12:52:06.573,1,16668,119.230
12:52:06.574,0,23736,319.007
12:52:06.610,2,20558,43.168
12:52:06.614,1,16681,117.939
12:52:06.616,0,23749,320.344
12:52:06.640,2,20571,30.949
12:52:06.656,1,16694,128.916
12:52:06.658,0,23762,320.837
12:52:06.685,2,20585,45.430
12:52:06.687,1,16707,114.545
12:52:06.691,0,23775,321.664
12:52:06.727,2,20599,42.185
12:52:06.732,1,16721,118.936
12:52:06.735,0,23786,320.923
12:52:06.769,2,20611,42.948
12:52:06.774,1,16736,118.236
12:52:06.776,0,23799,320.725
12:52:06.828,2,20705,59.053
12:52:06.835,1,16848,148.175
12:52:06.836,0,23893,338.699
12:52:06.848,2,20719,21.133
12:52:06.856,0,23906,326.825
12:52:06.889,2,20733,41.527
12:52:06.896,1,16861,163.880
12:52:06.899,1,16876,125.259
12:52:06.920,2,20747,31.074
12:52:06.932,1,16889,97.838
12:52:06.954,0,23931,379.776
12:52:06.966,2,20761,45.907
12:52:06.973,1,16902,116.801
12:52:06.976,0,23944,360.012
12:52:07.007,2,20773,40.891
12:52:07.014,1,16916,116.038
12:52:07.017,0,23956,358.489
12:52:07.049,2,20786,42.882
12:52:07.056,1,16929,124.922
12:52:07.058,0,23967,367.801
12:52:07.080,2,20799,31.189
12:52:07.087,1,16943,114.618
12:52:07.090,0,23978,355.489
12:52:07.126,2,20813,45.763
12:52:07.133,1,16957,119.166
12:52:07.135,0,23988,359.721
12:52:07.167,2,20826,42.039
12:52:07.174,1,16971,118.142
12:52:07.176,0,24000,341.067
12:52:07.208,2,20839,41.334
12:52:07.216,1,16984,128.831
12:52:07.218,0,24012,362.628
12:52:07.247,1,16996,114.647
12:52:07.250,2,20851,42.470
12:52:07.250,0,24024,351.568
12:52:07.283,2,20864,33.429
12:52:07.292,1,17008,118.509
12:52:07.295,0,24035,365.433
12:52:07.326,2,20877,43.178
12:52:07.334,1,17021,118.162
12:52:07.336,0,24046,360.479
12:52:07.367,2,20890,41.516
12:52:07.376,1,17034,128.990
12:52:07.378,0,24057,361.785
12:52:07.407,1,17047,115.509
12:52:07.410,2,20903,42.731
12:52:07.410,0,24069,352.240
12:52:07.440,2,20917,31.444
12:52:07.452,1,17060,118.890
12:52:07.455,0,24081,365.289
12:52:07.486,2,20929,45.868
12:52:07.494,1,17073,118.279
12:52:07.496,0,24093,360.920
12:52:07.527,2,20943,41.281
12:52:07.536,1,17086,129.164
12:52:07.538,0,24105,362.166
12:52:07.568,1,17100,115.656
12:52:07.569,2,20955,42.814
12:52:07.570,0,24117,351.791
12:52:07.600,2,20969,31.523
12:52:07.612,1,17113,118.890
12:52:07.614,0,24129,364.457
12:52:07.646,2,20983,45.886
12:52:07.654,1,17126,118.195
12:52:07.656,0,24141,361.262
12:52:07.687,2,20996,40.986
12:52:07.696,1,17139,128.945
12:52:07.698,0,24152,362.535
12:52:07.728,1,17152,115.603
12:52:07.729,2,21009,42.601
12:52:07.730,0,24163,351.882
12:52:07.760,2,21022,31.255
12:52:07.772,1,17165,118.433
12:52:07.774,0,24174,364.806
12:52:07.805,2,21035,45.060
12:52:07.814,1,17178,117.987
12:52:07.835,0,24272,380.286
