wall_time_ns,gst_buffer_pts_ns,stage
1773673367858473822,18219161828,post_depay
1773673367868759433,18219542218,post_decode
1773673367906684878,18264982380,post_depay
1773673367917841296,18267737021,post_decode
1773673367931485502,18292447960,post_depay
1773673367939381853,18292708301,post_decode
1773673367977391659,18336223117,post_depay
1773673367988407682,18338431715,post_decode
1773673368022070014,18380340941,post_depay
1773673368033151336,18383146432,post_decode
1773673368059708523,18420105095,post_depay
1773673368070858983,18420509535,post_decode
1773673368093174004,18453529471,post_depay
1773673368104906758,18454281946,post_decode
1773673368141190203,18502013682,post_depay
1773673368154427192,18502298549,post_decode
1773673368183555210,18538695312,post_depay
1773673368195268589,18544562126,post_decode
1773673368222898799,18580503905,post_depay
1773673368230467729,18584059682,post_decode
1773673368260687560,18621206738,post_depay
1773673368271408762,18621571573,post_decode
1773673368297842224,18658746268,post_depay
1773673368308910910,18658988868,post_decode
1773673368338159212,18698901981,post_depay
1773673368349565874,18699274241,post_decode
1773673368397486871,18758063601,post_depay
1773673368406901678,18758499789,post_decode
1773673368440004153,18790662514,post_depay
1773673368451685117,18801068609,post_decode
1773673368467594287,18828417913,post_depay
1773673368478802497,18828757675,post_decode
1773673368504891988,18858512155,post_depay
1773673368515533457,18866024928,post_decode
1773673368546802754,18901696109,post_depay
1773673368557725432,18907942100,post_decode
1773673368576292287,18937071161,post_depay
1773673368584604606,18937406581,post_decode
1773673368618080265,18978540379,post_depay
1773673368627954935,18979220728,post_decode
1773673368666087403,19026484190,post_depay
1773673368677492915,19027225387,post_decode
1773673368699388144,19060188384,post_depay
1773673368708759977,19060513400,post_decode
1773673368739106955,19096196977,post_depay
1773673368747899135,19100246023,post_decode
1773673368777789450,19136578577,post_depay
1773673368786126970,19138924131,post_decode
1773673368820767556,19181612936,post_depay
1773673368832364321,19181925363,post_decode
1773673368866028522,19226623099,post_depay
1773673368877212005,19227198312,post_decode
1773673368895647659,19256277209,post_depay
1773673368904916232,19256575510,post_decode
1773673368941060788,19301512819,post_depay
1773673368952101485,19302245731,post_decode
1773673368978371413,19339108212,post_depay
1773673368989803416,19339471417,post_decode
1773673369023191593,19383981920,post_depay
1773673369034545709,19384347055,post_decode
1773673369059794003,19415663130,post_depay
1773673369069380260,19420933484,post_decode
1773673369097347701,19458103206,post_depay
1773673369105233738,19458478336,post_decode
1773673369139978802,19500112944,post_depay
1773673369152337774,19501128587,post_decode
1773673369184721740,19545093560,post_depay
1773673369195048957,19545534187,post_decode
1773673369215095526,19575476928,post_depay
1773673369227107110,19576253378,post_decode
1773673369259051474,19619603915,post_depay
1773673369270284672,19620208776,post_decode
1773673369301992111,19662521371,post_depay
1773673369313641336,19663151243,post_decode
1773673369345797715,19706609303,post_depay
1773673369357617645,19706980841,post_decode
1773673369374450300,19735164192,post_depay
1773673369383069505,19735515969,post_decode
1773673369419348174,19780015901,post_depay
1773673369430655215,19780414641,post_decode
1773673369461097537,19821744561,post_depay
1773673369472512523,19822260014,post_decode
1773673369499058369,19860008246,post_depay
1773673369509752459,19860234502,post_decode
1773673369537071669,19897316934,post_depay
1773673369547867002,19898182945,post_decode
1773673369578076907,19938507239,post_depay
1773673369587587460,19939214323,post_decode
1773673369619110190,19979120135,post_depay
1773673369626390187,19980201045,post_decode
1773673369721615054,20055345030,post_depay
1773673369740213207,20082502131,post_decode
1773673369741976571,20103287163,post_depay
1773673369744734433,20103317204,post_decode
1773673369746090624,20107393350,post_depay
1773673369749073072,20107428742,post_decode
1773673369774997092,20136066918,post_depay
1773673369785361477,20136252282,post_decode
1773673369828435965,20189027278,post_depay
1773673369840104495,20189461939,post_decode
1773673369870329838,20227125531,post_depay
1773673369878148456,20231366907,post_decode
1773673369910785117,20271338771,post_depay
1773673369918201650,20271737709,post_decode
1773673369934616464,20295224288,post_depay
1773673369943679820,20295705058,post_decode
1773673369977842416,20338599785,post_depay
1773673369989150844,20338977116,post_decode
1773673370020015679,20380354620,post_depay
1773673370031322279,20381125519,post_decode
1773673370061073460,20421525558,post_depay
1773673370071637529,20422148192,post_decode
1773673370094685081,20452753526,post_depay
1773673370106024388,20455812093,post_decode
1773673370161257492,20497331756,post_depay
1773673370173585687,20522249472,post_decode
1773673370200369806,20539385307,post_depay
1773673370211853760,20561388599,post_decode
1773673370219584131,20580672318,post_depay
1773673370228271420,20580838622,post_decode
1773673370261209058,20615159571,post_depay
1773673370272941773,20622295789,post_decode
1773673370297020257,20658004736,post_depay
1773673370307591968,20658242001,post_decode
1773673370345458713,20700056196,post_depay
1773673370353854149,20706531987,post_decode
1773673370389958230,20743362208,post_depay
1773673370399936692,20750782121,post_decode
1773673370411342941,20772182469,post_depay
1773673370420581966,20772467908,post_decode
1773673370458082591,20818998437,post_depay
1773673370469424946,20819251338,post_decode
1773673370498821809,20859331684,post_depay
1773673370505998858,20859764415,post_decode
1773673370552880184,20913185281,post_depay
1773673370565105113,20913874650,post_decode
1773673370576840974,20937713807,post_depay
1773673370585652863,20938001121,post_decode
1773673370621307728,20981753262,post_depay
1773673370632963383,20982377698,post_decode
1773673370660134321,21020456221,post_depay
1773673370667358927,21021247703,post_decode
1773673370701126289,21061608093,post_depay
1773673370711838387,21062302594,post_decode
1773673370732386496,21093088288,post_depay
1773673370742528557,21093492921,post_decode
1773673370778127180,21138571821,post_depay
1773673370787041600,21139278687,post_decode
1773673370821078614,21181534123,post_depay
1773673370828273415,21182223605,post_decode
1773673370864649218,21225135473,post_depay
1773673370874142530,21225545801,post_decode
1773673370894544745,21255448581,post_depay
1773673370905908714,21255727353,post_decode
1773673370951793895,21298955178,post_depay
1773673370960000984,21312561664,post_decode
1773673370980724129,21341401506,post_depay
1773673370992444337,21341837271,post_decode
1773673371026051907,21386437931,post_depay
1773673371034555198,21387209974,post_decode
1773673371055609679,21416365310,post_depay
1773673371066778237,21416765819,post_decode
1773673371115763087,21460975092,post_depay
1773673371123950923,21476937105,post_decode
1773673371146095309,21501887154,post_depay
1773673371157069395,21507131961,post_decode
1773673371185858994,21546515246,post_depay
