abs_time,cam,rtp_seq
1777803854.209796,1,25575
1777803855.188183,0,14243
1777803856.189269,0,14612
1777803856.200382,2,17984
1777803856.220032,1,26322
1777803857.196109,0,14986
1777803858.192589,0,15361
1777803858.206779,2,18736
1777803858.226030,1,27063
1777803859.199803,0,15743
1777803860.196461,0,16121
1777803860.209244,2,19487
1777803860.220221,1,27807
1777803861.191422,0,16496
1777803862.192188,0,16866
1777803862.206752,2,20231
1777803862.215724,1,28550
1777803863.202385,0,17235
1777803864.197556,0,17606
1777803864.201911,2,20978
1777803864.225290,1,29290
1777803865.193994,0,17983
1777803866.194554,0,18355
1777803866.206344,2,21715
1777803866.220718,1,30032
1777803867.191790,0,18720
1777803868.201990,0,19092
1777803868.213159,2,22459
1777803868.224850,1,30774
1777803869.201555,0,19471
1777803870.192600,0,19843
1777803870.209769,2,23198
1777803870.227873,1,31520
1777803871.190907,0,20211
1777803872.197653,0,20574
1777803872.199321,2,23929
1777803872.211604,1,32249
1777803873.202537,0,20946
1777803874.199175,0,21324
1777803874.203166,2,24660
1777803874.225587,1,32985
1777803875.193992,0,21695
1777803876.200309,0,22060
1777803876.203271,2,25386
1777803876.224924,1,33712
1777803877.204767,0,22436
1777803878.204451,0,22813
1777803878.204818,2,26126
1777803878.227679,1,34458
1777803879.201719,0,23191
1777803880.198226,0,23561
1777803880.212070,2,26885
1777803880.231734,1,35214
1777803881.213722,0,23937
1777803882.204862,0,24315
1777803882.215741,2,27644
1777803882.235365,1,35972
1777803883.199496,0,24690
1777803884.198460,0,25058
1777803884.215885,2,28394
1777803884.229545,1,36726
1777803885.208367,0,25429
1777803886.204470,0,25805
1777803886.216436,2,29140
1777803886.229201,1,37472
1777803887.203511,0,26184
1777803888.208625,0,26556
1777803888.218224,2,29879
1777803888.233414,1,38208
1777803889.201855,0,26930
1777803890.210459,0,27303
1777803890.211561,2,30630
1777803890.232001,1,38943
1777803891.204934,0,27677
1777803892.200792,0,28047
1777803892.210513,2,31377
1777803892.235096,1,39687
1777803893.210478,0,28412
1777803894.204596,0,28782
1777803894.219835,2,32113
1777803894.238330,1,40438
1777803895.202054,0,29152
1777803896.209571,0,29528
1777803896.222896,2,32858
1777803896.235172,1,41185
1777803897.205742,0,29902
1777803898.201464,0,30272
1777803898.223403,2,33602
1777803898.234379,1,41932
1777803899.206576,0,30643
1777803900.203597,0,31017
1777803900.221106,2,34342
1777803900.235077,1,42663
1777803901.208663,0,31390
1777803902.204526,0,31763
1777803902.226581,2,35083
1777803902.231388,1,43399
1777803903.207441,0,32139
1777803904.216117,0,32515
1777803904.228347,2,35829
1777803904.244913,1,44141
1777803905.205150,0,32892
1777803906.211484,0,33258
1777803906.211767,2,36569
1777803906.226100,1,44889
1777803907.207795,0,33625
1777803908.214091,0,33993
1777803908.230287,2,37296
1777803908.234567,1,45623
1777803909.207608,0,34365
1777803910.206413,0,34736
1777803910.208328,2,38033
1777803910.238001,1,46366
1777803911.204962,0,35108
1777803912.213337,0,35480
1777803912.226545,2,38771
1777803912.241486,1,47107
1777803913.205118,0,35854
1777803914.211874,0,36228
1777803914.228555,2,39520
1777803914.241090,1,47849
1777803915.208764,0,36601
1777803916.213679,0,36972
1777803916.230652,2,40261
1777803916.240524,1,48595
1777803917.209059,0,37347
1777803918.218135,0,37720
1777803918.230843,2,41008
1777803918.242931,1,49336
1777803919.214419,0,38092
1777803920.208984,0,38460
1777803920.216877,2,41751
1777803920.242918,1,50076
1777803921.220198,0,38832
1777803922.213567,0,39208
1777803922.216908,2,42487
1777803922.241357,1,50822
1777803923.221458,0,39576
1777803924.216186,0,39951
1777803924.231885,2,43229
1777803924.244108,1,51563
1777803925.209835,0,40326
1777803926.208589,0,40698
1777803926.236231,2,43976
1777803926.242524,1,52304
1777803927.216592,0,41068
1777803928.213921,0,41440
1777803928.219786,2,44716
1777803928.242048,1,53047
1777803929.223717,0,41810
1777803930.218228,0,42182
1777803930.235526,2,45444
1777803930.245247,1,53788
1777803931.212006,0,42555
1777803932.210332,0,42922
1777803932.217789,2,46185
1777803932.229286,1,54535
1777803933.203723,0,43290
1777803934.210010,2,46944
1777803934.215109,0,43632
1777803934.221921,1,55256
1777803935.204931,0,43981
1777803936.201196,2,47669
1777803936.203440,0,44336
1777803936.216496,1,55980
1777803937.203235,0,44682
1777803938.204233,2,48378
1777803938.209045,0,45049
1777803938.222721,1,56672
1777803939.201722,0,45428
1777803940.210516,0,45796
1777803940.211192,2,49110
1777803940.222679,1,57400
1777803941.203372,0,46168
